system:time_start,sst
"Jan 1, 2020",
"Jan 2, 2020",
"Jan 3, 2020",
"Jan 4, 2020",
"Jan 5, 2020",
"Jan 6, 2020",
"Jan 7, 2020",
"Jan 8, 2020",30.6
"Jan 9, 2020",
"Jan 10, 2020",
"Jan 11, 2020",
"Jan 12, 2020",
"Jan 13, 2020",
"Jan 14, 2020",30.33
"Jan 15, 2020",
"Jan 16, 2020",
"Jan 17, 2020",
"Jan 18, 2020",
"Jan 19, 2020",29.515
"Jan 20, 2020",30.7
"Jan 21, 2020",27.78
"Jan 22, 2020",30.15
"Jan 23, 2020",
"Jan 24, 2020",30.13
"Jan 25, 2020",
"Jan 26, 2020",29.7
"Jan 27, 2020",29.6
"Jan 28, 2020",29.98
"Jan 29, 2020",
"Jan 30, 2020",
"Jan 31, 2020",
"Feb 1, 2020",
"Feb 2, 2020",29.605
"Feb 3, 2020",
"Feb 4, 2020",
"Feb 5, 2020",
"Feb 6, 2020",29.665
"Feb 7, 2020",
"Feb 8, 2020",32.135
"Feb 9, 2020",30.155
"Feb 10, 2020",
"Feb 11, 2020",
"Feb 12, 2020",30.66
"Feb 13, 2020",
"Feb 14, 2020",
"Feb 15, 2020",29.79
"Feb 16, 2020",
"Feb 17, 2020",
"Feb 18, 2020",
"Feb 19, 2020",
"Feb 20, 2020",
"Feb 21, 2020",
"Feb 22, 2020",29.335
"Feb 23, 2020",
"Feb 24, 2020",
"Feb 25, 2020",
"Feb 26, 2020",
"Feb 27, 2020",
"Feb 28, 2020",30.48
"Feb 29, 2020",30.275
"Mar 1, 2020",
"Mar 2, 2020",
"Mar 3, 2020",
"Mar 4, 2020",
"Mar 5, 2020",
"Mar 6, 2020",
"Mar 7, 2020",
"Mar 8, 2020",
"Mar 9, 2020",
"Mar 10, 2020",
"Mar 11, 2020",29.685
"Mar 12, 2020",
"Mar 13, 2020",
"Mar 14, 2020",
"Mar 15, 2020",30.94
"Mar 16, 2020",
"Mar 17, 2020",
"Mar 18, 2020",
"Mar 19, 2020",
"Mar 20, 2020",
"Mar 21, 2020",
"Mar 22, 2020",
"Mar 23, 2020",30.115
"Mar 24, 2020",
"Mar 25, 2020",
"Mar 26, 2020",29.495
"Mar 27, 2020",
"Mar 28, 2020",30.905
"Mar 29, 2020",
"Mar 30, 2020",
"Mar 31, 2020",
"Apr 1, 2020",
"Apr 2, 2020",
"Apr 3, 2020",29.64
"Apr 4, 2020",
"Apr 5, 2020",
"Apr 6, 2020",30.77
"Apr 7, 2020",
"Apr 8, 2020",
"Apr 9, 2020",
"Apr 10, 2020",
"Apr 11, 2020",
"Apr 12, 2020",
"Apr 13, 2020",30.375
"Apr 14, 2020",
"Apr 15, 2020",
"Apr 16, 2020",
"Apr 17, 2020",30.94
"Apr 18, 2020",31.2
"Apr 19, 2020",
"Apr 20, 2020",31.435
"Apr 21, 2020",
"Apr 22, 2020",
"Apr 23, 2020",
"Apr 24, 2020",
"Apr 25, 2020",
"Apr 26, 2020",
"Apr 27, 2020",30.09
"Apr 28, 2020",
"Apr 29, 2020",
"Apr 30, 2020",
"May 1, 2020",30.73
"May 2, 2020",
"May 3, 2020",
"May 4, 2020",
"May 5, 2020",29.86
"May 6, 2020",28.785
"May 7, 2020",
"May 8, 2020",
"May 9, 2020",
"May 10, 2020",30.285
"May 11, 2020",
"May 12, 2020",29.055
"May 13, 2020",29.285
"May 14, 2020",
"May 15, 2020",30.425
"May 16, 2020",
"May 17, 2020",
"May 18, 2020",
"May 19, 2020",
"May 20, 2020",29.675
"May 21, 2020",
"May 22, 2020",
"May 23, 2020",
"May 24, 2020",
"May 25, 2020",
"May 26, 2020",
"May 27, 2020",
"May 28, 2020",
"May 29, 2020",
"May 30, 2020",
"May 31, 2020",
"Jun 1, 2020",
"Jun 2, 2020",
"Jun 3, 2020",
"Jun 4, 2020",
"Jun 5, 2020",
"Jun 6, 2020",
"Jun 7, 2020",
"Jun 8, 2020",
"Jun 9, 2020",
"Jun 10, 2020",
"Jun 11, 2020",
"Jun 12, 2020",
"Jun 13, 2020",
"Jun 14, 2020",
"Jun 15, 2020",27.765
"Jun 16, 2020",
"Jun 17, 2020",
"Jun 18, 2020",
"Jun 19, 2020",
"Jun 20, 2020",
"Jun 21, 2020",27.735
"Jun 22, 2020",
"Jun 23, 2020",
"Jun 24, 2020",
"Jun 25, 2020",
"Jun 26, 2020",
"Jun 27, 2020",
"Jun 28, 2020",
"Jun 29, 2020",
"Jun 30, 2020",28.145
"Jul 1, 2020",
"Jul 2, 2020",27.99
"Jul 3, 2020",
"Jul 4, 2020",
"Jul 5, 2020",
"Jul 6, 2020",
"Jul 7, 2020",27.065
"Jul 8, 2020",
"Jul 9, 2020",
"Jul 10, 2020",
"Jul 11, 2020",27.435
"Jul 12, 2020",
"Jul 13, 2020",
"Jul 14, 2020",
"Jul 15, 2020",
"Jul 16, 2020",
"Jul 17, 2020",
"Jul 18, 2020",
"Jul 19, 2020",
"Jul 20, 2020",
"Jul 21, 2020",
"Jul 22, 2020",
"Jul 23, 2020",
"Jul 24, 2020",
"Jul 25, 2020",
"Jul 26, 2020",
"Jul 27, 2020",
"Jul 28, 2020",
"Jul 29, 2020",27.535
"Jul 30, 2020",
"Jul 31, 2020",26.97
"Aug 1, 2020",27.09
"Aug 2, 2020",26.715
"Aug 3, 2020",26.68
"Aug 4, 2020",
"Aug 5, 2020",27.77
"Aug 6, 2020",28.985
"Aug 7, 2020",
"Aug 8, 2020",
"Aug 9, 2020",
"Aug 10, 2020",
"Aug 11, 2020",
"Aug 12, 2020",
"Aug 13, 2020",
"Aug 14, 2020",
"Aug 15, 2020",
"Aug 16, 2020",
"Aug 17, 2020",
"Aug 18, 2020",
"Aug 19, 2020",
"Aug 20, 2020",
"Aug 21, 2020",
"Aug 22, 2020",
"Aug 23, 2020",
"Aug 24, 2020",
"Aug 25, 2020",
"Aug 26, 2020",
"Aug 27, 2020",
"Aug 28, 2020",
"Aug 29, 2020",
"Aug 30, 2020",
"Aug 31, 2020",
"Sep 1, 2020",
"Sep 2, 2020",
"Sep 3, 2020",
"Sep 4, 2020",
"Sep 5, 2020",
"Sep 6, 2020",
"Sep 7, 2020",
"Sep 8, 2020",
"Sep 9, 2020",27.4
"Sep 10, 2020",
"Sep 11, 2020",28.205
"Sep 12, 2020",
"Sep 13, 2020",27.26
"Sep 14, 2020",
"Sep 15, 2020",
"Sep 16, 2020",
"Sep 17, 2020",
"Sep 18, 2020",28.935
"Sep 19, 2020",
"Sep 20, 2020",28.31
"Sep 21, 2020",
"Sep 22, 2020",
"Sep 23, 2020",
"Sep 24, 2020",29.36
"Sep 25, 2020",28.585
"Sep 26, 2020",
"Sep 27, 2020",
"Sep 28, 2020",
"Sep 29, 2020",28.405
"Sep 30, 2020",
"Oct 1, 2020",29.105
"Oct 2, 2020",29.455
"Oct 3, 2020",
"Oct 4, 2020",28.36
"Oct 5, 2020",28.865
"Oct 6, 2020",
"Oct 7, 2020",
"Oct 8, 2020",28.9
"Oct 9, 2020",
"Oct 10, 2020",
"Oct 11, 2020",29.175
"Oct 12, 2020",
"Oct 13, 2020",
"Oct 14, 2020",
"Oct 15, 2020",29.75
"Oct 16, 2020",
"Oct 17, 2020",29.955
"Oct 18, 2020",
"Oct 19, 2020",
"Oct 20, 2020",
"Oct 21, 2020",
"Oct 22, 2020",29.52
"Oct 23, 2020",
"Oct 24, 2020",
"Oct 25, 2020",
"Oct 26, 2020",30.395
"Oct 27, 2020",29.38
"Oct 28, 2020",
"Oct 29, 2020",
"Oct 30, 2020",
"Oct 31, 2020",29.995
"Nov 1, 2020",
"Nov 2, 2020",
"Nov 3, 2020",
"Nov 4, 2020",30.335
"Nov 5, 2020",30.705
"Nov 6, 2020",30.63
"Nov 7, 2020",
"Nov 8, 2020",
"Nov 9, 2020",
"Nov 10, 2020",
"Nov 11, 2020",
"Nov 12, 2020",
"Nov 13, 2020",31.91
"Nov 14, 2020",
"Nov 15, 2020",
"Nov 16, 2020",29.615
"Nov 17, 2020",
"Nov 18, 2020",
"Nov 19, 2020",
"Nov 20, 2020",31.48
"Nov 21, 2020",
"Nov 22, 2020",
"Nov 23, 2020",
"Nov 24, 2020",
"Nov 25, 2020",
"Nov 26, 2020",
"Nov 27, 2020",
"Nov 28, 2020",
"Nov 29, 2020",
"Nov 30, 2020",
"Dec 1, 2020",
"Dec 2, 2020",
"Dec 3, 2020",
"Dec 4, 2020",
"Dec 5, 2020",
"Dec 6, 2020",
"Dec 7, 2020",
"Dec 8, 2020",
"Dec 9, 2020",
"Dec 10, 2020",
"Dec 11, 2020",
"Dec 12, 2020",
"Dec 13, 2020",
"Dec 14, 2020",
"Dec 15, 2020",
"Dec 16, 2020",
"Dec 17, 2020",
"Dec 18, 2020",
"Dec 19, 2020",
"Dec 20, 2020",
"Dec 21, 2020",
"Dec 22, 2020",
"Dec 23, 2020",30.505
"Dec 24, 2020",
"Dec 25, 2020",
"Dec 26, 2020",
"Dec 27, 2020",
"Dec 28, 2020",
"Dec 29, 2020",
"Dec 30, 2020",
"Dec 31, 2020",
"Jan 1, 2021",31.79
"Jan 2, 2021",
"Jan 3, 2021",
"Jan 4, 2021",
"Jan 5, 2021",
"Jan 6, 2021",
"Jan 7, 2021",
"Jan 8, 2021",
"Jan 9, 2021",29.82
"Jan 10, 2021",
"Jan 11, 2021",
"Jan 12, 2021",30.85
"Jan 13, 2021",
"Jan 14, 2021",
"Jan 15, 2021",
"Jan 16, 2021",
"Jan 17, 2021",
"Jan 18, 2021",
"Jan 19, 2021",
"Jan 20, 2021",
"Jan 21, 2021",
"Jan 22, 2021",30.185
"Jan 23, 2021",
"Jan 24, 2021",
"Jan 25, 2021",
"Jan 26, 2021",
"Jan 27, 2021",
"Jan 28, 2021",
"Jan 29, 2021",
"Jan 30, 2021",
"Jan 31, 2021",
"Feb 1, 2021",
"Feb 2, 2021",
"Feb 3, 2021",
"Feb 4, 2021",28.43
"Feb 5, 2021",
"Feb 6, 2021",
"Feb 7, 2021",
"Feb 8, 2021",30.655
"Feb 9, 2021",
"Feb 10, 2021",
"Feb 11, 2021",
"Feb 12, 2021",
"Feb 13, 2021",
"Feb 14, 2021",
"Feb 15, 2021",
"Feb 16, 2021",
"Feb 17, 2021",
"Feb 18, 2021",
"Feb 19, 2021",
"Feb 20, 2021",
"Feb 21, 2021",
"Feb 22, 2021",
"Feb 23, 2021",
"Feb 24, 2021",
"Feb 25, 2021",
"Feb 26, 2021",
"Feb 27, 2021",
"Feb 28, 2021",
"Mar 1, 2021",29.885
"Mar 2, 2021",
"Mar 3, 2021",
"Mar 4, 2021",
"Mar 5, 2021",28.91
"Mar 6, 2021",
"Mar 7, 2021",
"Mar 8, 2021",29.42
"Mar 9, 2021",
"Mar 10, 2021",
"Mar 11, 2021",
"Mar 12, 2021",
"Mar 13, 2021",29.62
"Mar 14, 2021",30.48
"Mar 15, 2021",
"Mar 16, 2021",
"Mar 17, 2021",30.41
"Mar 18, 2021",29.395
"Mar 19, 2021",30.45
"Mar 20, 2021",29.675
"Mar 21, 2021",29.455
"Mar 22, 2021",
"Mar 23, 2021",
"Mar 24, 2021",30.63
"Mar 25, 2021",
"Mar 26, 2021",
"Mar 27, 2021",
"Mar 28, 2021",
"Mar 29, 2021",
"Mar 30, 2021",
"Mar 31, 2021",
"Apr 1, 2021",
"Apr 2, 2021",
"Apr 3, 2021",
"Apr 4, 2021",
"Apr 5, 2021",
"Apr 6, 2021",
"Apr 7, 2021",
"Apr 8, 2021",
"Apr 9, 2021",
"Apr 10, 2021",
"Apr 11, 2021",30.375
"Apr 12, 2021",
"Apr 13, 2021",29.395
"Apr 14, 2021",
"Apr 15, 2021",
"Apr 16, 2021",30.34
"Apr 17, 2021",
"Apr 18, 2021",
"Apr 19, 2021",
"Apr 20, 2021",
"Apr 21, 2021",
"Apr 22, 2021",
"Apr 23, 2021",
"Apr 24, 2021",
"Apr 25, 2021",29.9
"Apr 26, 2021",
"Apr 27, 2021",29.77
"Apr 28, 2021",31.805
"Apr 29, 2021",29.77
"Apr 30, 2021",30.865
"May 1, 2021",30.165
"May 2, 2021",30.415
"May 3, 2021",
"May 4, 2021",
"May 5, 2021",
"May 6, 2021",
"May 7, 2021",
"May 8, 2021",
"May 9, 2021",
"May 10, 2021",
"May 11, 2021",28.76
"May 12, 2021",
"May 13, 2021",
"May 14, 2021",
"May 15, 2021",
"May 16, 2021",
"May 17, 2021",
"May 18, 2021",
"May 19, 2021",
"May 20, 2021",
"May 21, 2021",
"May 22, 2021",
"May 23, 2021",
"May 24, 2021",
"May 25, 2021",29.705
"May 26, 2021",
"May 27, 2021",29.415
"May 28, 2021",
"May 29, 2021",28.86
"May 30, 2021",
"May 31, 2021",
"Jun 1, 2021",28.425
"Jun 2, 2021",28.86
"Jun 3, 2021",29.02
"Jun 4, 2021",
"Jun 5, 2021",
"Jun 6, 2021",
"Jun 7, 2021",
"Jun 8, 2021",29.155
"Jun 9, 2021",27.78
"Jun 10, 2021",29.455
"Jun 11, 2021",
"Jun 12, 2021",28.65
"Jun 13, 2021",
"Jun 14, 2021",
"Jun 15, 2021",
"Jun 16, 2021",
"Jun 17, 2021",28.79
"Jun 18, 2021",
"Jun 19, 2021",
"Jun 20, 2021",
"Jun 21, 2021",
"Jun 22, 2021",29.205
"Jun 23, 2021",29.935
"Jun 24, 2021",
"Jun 25, 2021",
"Jun 26, 2021",
"Jun 27, 2021",
"Jun 28, 2021",
"Jun 29, 2021",
"Jun 30, 2021",
